acc.png	ACC	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/6/62/ACC_logo.png/revision/latest?cb=20181111064509
aci-srl.png	ACI SRL	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/d/de/ACI_SRL_logo.png/revision/latest?cb=20181111064647
ai-automotive.png	AI Automotive	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/2/21/AI_Automotive_logo.png/revision/latest?cb=20220813082432
app.png	APP	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/4/40/APP_logo.png/revision/latest?cb=20210405050254
aerobaltica.png	Aerobaltica	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/b/b9/Aerobaltica_logo.png/revision/latest?cb=20181201151305
agregados.png	Agregados	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/9/91/Agregados_logo.png/revision/latest?cb=20210404193327
agrominta-uab.png	Agrominta UAB	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/0/02/Agrominta_UAB_logo.png/revision/latest?cb=20181201151540
agronord.png	Agronord	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/d/db/Agronord_logo.png/revision/latest?cb=20151213162630
all-russian-glass-company.png	All-Russian Glass Company	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/c/c3/All-Russian_Glass_Company_logo.png/revision/latest?cb=20220819133300
ateria-as.png	Ateria AS	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/6/66/Ateria_AS_logo.png/revision/latest?cb=20181201151902
auto-di-alonso.png	Auto di Alonso	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/d/de/Auto_di_Alonso_logo.png/revision/latest?cb=20181111064431
bcp.png	BCP	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/0/0f/BCP_logo.png/revision/latest?cb=20151213162814
bhb-raffinerie.png	BHB Raffinerie	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/0/0e/BHB_Raffinerie_Logo.png/revision/latest?cb=20181111072001
bhv.png	BHV	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/8/8c/BHV_logo.png/revision/latest?cb=20151213162902
blt.png	BLT	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/f/f8/BLT_logo.png/revision/latest?cb=20181201152237
blt-ru.png	BLT ru	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/9/9d/BLT_ru_logo.png/revision/latest?cb=20181201152258
balteus.png	Balteus	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/d/d9/Balteus_logo.png/revision/latest?cb=20181201152033
balteus-ru.png	Balteus ru	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/3/3c/Balteus_ru_logo.png/revision/latest?cb=20181201152053
baltic-metallurgy.png	Baltic Metallurgy	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/0/07/Baltic_Metallurgy_logo.png/revision/latest?cb=20181201152420
baltomorsk.png	Baltomorsk	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/b/ba/Baltomorsk_logo.png/revision/latest?cb=20181201152805
baltomorsk-ru.png	Baltomorsk ru	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/0/01/Baltomorsk_ru_logo.png/revision/latest?cb=20181201152824
baltrak-lojistik.png	Baltrak Lojistik	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/b/ba/Baltrak_Lojistik_logo.png/revision/latest?cb=20191216145510
batissie.png	Batissie	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/3/3a/Batissie_Logo.png/revision/latest?cb=20181111071854
beaver-doses.png	Beaver Doses	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/3/3a/Beaver_Doses_logo.png/revision/latest?cb=20220828063555
bjork.png	Bjork	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/4/4b/Bjork_logo.png/revision/latest?cb=20151213163001
boisserie-j-p.png	Boisserie J-P	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/5/5a/Boisserie_J-P_Logo.png/revision/latest?cb=20181111072136
brawen-transport.png	Brawen Transport	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/2/29/Brawen_Transport_logo.png/revision/latest?cb=20191216145650
cde-srl.png	CDE SRL	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/2/29/CDE_SRL_logo.png/revision/latest?cb=20181111070141
cds-canteras-del-sur.png	CDS Canteras del Sur	https://static.wikia.nocookie.net/euro-truck-simulator-2/images/c/cf/CDS_Canteras_del_Sur_logo.png/revision/latest?cb=20210404193852
